序号,院系名称,专业名称,班级名称,学号,姓名（可能有重名）,实验项目名称,上课周次,上课星期,开始节次,结束节次,上课教师,实验人数,课时
15735,学院005,专业012,班级020,S000000284,学生284,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15736,学院005,专业012,班级144,S000002623,学生2600,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15737,学院006,专业032,班级048,S000001976,学生1963,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15738,学院006,专业034,班级050,S000001572,学生1563,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15739,学院006,专业032,班级053,S000000928,学生925,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15740,学院007,专业016,班级029,S000000571,学生571,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15741,学院006,专业032,班级047,S000002448,学生2428,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15742,学院004,专业010,班级016,S000000118,学生118,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15743,学院004,专业010,班级016,S000000223,学生223,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15744,学院011,专业054,班级082,S000002049,学生2035,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15745,学院011,专业054,班级107,S000001456,学生1450,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15746,学院011,专业054,班级078,S000001447,学生1441,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15747,学院009,专业066,班级101,S000001735,学生1724,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15748,学院009,专业066,班级100,S000001364,学生1358,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15749,学院010,专业069,班级165,S000002800,学生2775,声速测量实验 大物2,12周,星期五,3,5,教师048,20,3
15750,学院005,专业017,班级030,S000002776,学生2751,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15751,学院007,专业015,班级028,S000000968,学生964,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15752,学院001,专业001,班级001,S000001901,学生1888,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15753,学院001,专业001,班级004,S000000018,学生018,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15754,学院001,专业001,班级008,S000000072,学生072,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15755,学院005,专业012,班级102,S000002201,学生2184,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15756,学院005,专业012,班级060,S000000914,学生912,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15757,学院006,专业033,班级049,S000001953,学生1940,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15758,学院006,专业033,班级049,S000000816,学生815,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15759,学院009,专业027,班级098,S000001890,学生1877,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15760,学院011,专业028,班级099,S000002030,学生2016,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15761,学院005,专业047,班级070,S000001149,学生1144,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15762,学院011,专业054,班级106,S000002739,学生2714,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15763,学院009,专业065,班级097,S000002364,学生2344,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15764,学院009,专业026,班级041,S000001049,学生1045,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15765,学院008,专业020,班级033,S000000631,学生631,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15766,学院009,专业061,班级089,S000001292,学生1286,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15767,学院009,专业062,班级090,S000001262,学生1256,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15768,学院014,专业088,班级167,S000002869,学生2841,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15769,学院005,专业047,班级182,S000002878,学生2850,声速测量实验 大物2,13周,星期一,3,5,教师005,20,3
15770,学院005,专业017,班级030,S000002784,学生2759,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15771,学院007,专业015,班级028,S000000439,学生439,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15772,学院001,专业001,班级001,S000001906,学生1893,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15773,学院001,专业001,班级004,S000002273,学生2254,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15774,学院001,专业001,班级008,S000000545,学生545,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15775,学院005,专业012,班级020,S000000304,学生304,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15776,学院009,专业074,班级123,S000001800,学生1788,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15777,学院002,专业005,班级007,S000000885,学生883,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15778,学院011,专业028,班级043,S000000886,学生884,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15779,学院011,专业028,班级111,S000001512,学生1503,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15780,学院011,专业028,班级112,S000001532,学生1523,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15781,学院001,专业003,班级003,S000000491,学生491,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15782,学院001,专业003,班级003,S000000010,学生010,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15783,学院009,专业065,班级097,S000002413,学生2393,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15784,学院008,专业079,班级129,S000002079,学生2064,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15785,学院009,专业061,班级088,S000001282,学生1276,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15786,学院009,专业061,班级088,S000001297,学生1291,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15787,学院009,专业062,班级090,S000001263,学生1257,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15788,学院008,专业020,班级035,S000000637,学生637,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15789,学院001,专业082,班级140,S000002178,学生2161,声速测量实验 大物2,13周,星期一,8,10,教师005,20,3
15790,学院005,专业017,班级030,S000002764,学生2739,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15791,学院009,专业043,班级092,S000001815,学生1803,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15792,学院001,专业001,班级001,S000001908,学生1895,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15793,学院001,专业001,班级004,S000002254,学生2236,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15794,学院001,专业001,班级008,S000000515,学生515,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15795,学院005,专业012,班级020,S000000246,学生246,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15796,学院009,专业074,班级123,S000001795,学生1783,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15797,学院006,专业032,班级048,S000000786,学生785,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15798,学院006,专业081,班级138,S000002327,学生2307,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15799,学院008,专业019,班级032,S000000591,学生591,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15800,学院011,专业028,班级103,S000001391,学生1385,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15801,学院009,专业027,班级042,S000001885,学生1872,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15802,学院009,专业027,班级122,S000001740,学生1729,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15803,学院009,专业065,班级097,S000002400,学生2380,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15804,学院008,专业079,班级129,S000002086,学生2071,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15805,学院006,专业036,班级052,S000000827,学生826,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15806,学院009,专业045,班级068,S000001120,学生1115,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15807,学院009,专业062,班级090,S000001256,学生1250,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15808,学院008,专业019,班级036,S000000661,学生661,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15809,学院014,专业090,班级169,S000002820,学生2793,声速测量实验 大物2,13周,星期一,11,13,教师005,20,3
15810,学院009,专业043,班级066,S000001099,学生1094,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15811,学院009,专业043,班级091,S000001643,学生1634,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15812,学院001,专业068,班级139,S000002656,学生2633,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15813,学院001,专业001,班级004,S000002282,学生2262,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15814,学院001,专业001,班级012,S000000074,学生074,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15815,学院005,专业012,班级020,S000000250,学生250,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15816,学院005,专业012,班级060,S000000897,学生895,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15817,学院006,专业033,班级049,S000001975,学生1962,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15818,学院006,专业033,班级049,S000001960,学生1947,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15819,学院006,专业034,班级057,S000000795,学生794,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15820,学院001,专业002,班级002,S000000483,学生483,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15821,学院001,专业002,班级002,S000000563,学生563,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15822,学院004,专业010,班级016,S000000129,学生129,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15823,学院004,专业010,班级016,S000000168,学生168,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15824,学院008,专业079,班级129,S000002085,学生2070,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15825,学院009,专业061,班级088,S000001274,学生1268,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15826,学院009,专业061,班级088,S000001250,学生1244,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15827,学院002,专业007,班级010,S000000045,学生045,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15828,学院010,专业025,班级040,S000000697,学生697,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15829,学院010,专业025,班级040,S000000698,学生698,声速测量实验 大物2,13周,星期二,3,5,教师009,20,3
15830,学院009,专业043,班级066,S000001087,学生1083,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15831,学院009,专业043,班级091,S000001625,学生1616,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15832,学院001,专业068,班级139,S000002321,学生2301,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15833,学院001,专业068,班级105,S000002675,学生2651,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15834,学院005,专业060,班级136,S000002292,学生2272,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15835,学院005,专业060,班级096,S000002359,学生2339,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15836,学院005,专业013,班级022,S000000275,学生275,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15837,学院005,专业013,班级022,S000000281,学生281,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15838,学院011,专业028,班级043,S000002018,学生2004,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15839,学院011,专业028,班级111,S000001493,学生1484,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15840,学院011,专业028,班级112,S000001519,学生1510,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15841,学院001,专业003,班级003,S000000472,学生472,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15842,学院001,专业003,班级003,S000000526,学生526,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15843,学院009,专业065,班级097,S000002358,学生2338,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15844,学院009,专业065,班级097,S000002407,学生2387,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15845,学院009,专业061,班级088,S000001278,学生1272,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15846,学院009,专业061,班级088,S000001279,学生1273,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15847,学院005,专业060,班级087,S000001221,学生1215,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15848,学院009,专业053,班级077,S000001603,学生1594,声速测量实验 大物2,13周,星期二,8,10,教师009,19,3
15849,学院009,专业043,班级066,S000001118,学生1113,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15850,学院009,专业043,班级091,S000001631,学生1622,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15851,学院001,专业068,班级139,S000002705,学生2681,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15852,学院001,专业068,班级105,S000002708,学生2684,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15853,学院005,专业060,班级136,S000002309,学生2289,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15854,学院005,专业060,班级096,S000002581,学生2559,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15855,学院005,专业013,班级022,S000000243,学生243,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15856,学院005,专业013,班级022,S000000314,学生314,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15857,学院011,专业028,班级043,S000001999,学生1985,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15858,学院011,专业028,班级111,S000001505,学生1496,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15859,学院011,专业028,班级112,S000001522,学生1513,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15860,学院002,专业004,班级005,S000000051,学生051,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15861,学院002,专业004,班级013,S000001343,学生1337,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15862,学院002,专业004,班级011,S000001329,学生1323,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15863,学院010,专业049,班级072,S000001188,学生1183,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15864,学院010,专业049,班级073,S000001192,学生1187,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15865,学院017,专业080,班级132,S000002147,学生2131,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15866,学院009,专业066,班级101,S000001746,学生1735,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15867,学院009,专业066,班级100,S000002368,学生2348,声速测量实验 大物2,13周,星期三,3,5,教师046,19,3
15868,学院009,专业043,班级066,S000001115,学生1110,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15869,学院009,专业043,班级091,S000001617,学生1608,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15870,学院001,专业068,班级139,S000002682,学生2658,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15871,学院001,专业068,班级105,S000002660,学生2636,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15872,学院001,专业001,班级012,S000000079,学生079,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15873,学院005,专业060,班级096,S000002585,学生2563,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15874,学院005,专业013,班级022,S000000279,学生279,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15875,学院005,专业013,班级022,S000000273,学生273,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15876,学院011,专业028,班级043,S000002040,学生2026,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15877,学院011,专业028,班级111,S000001492,学生1483,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15878,学院011,专业028,班级112,S000001542,学生1533,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15879,学院001,专业003,班级003,S000000495,学生495,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15880,学院001,专业003,班级003,S000000003,学生003,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15881,学院009,专业065,班级097,S000002414,学生2394,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15882,学院010,专业049,班级072,S000001170,学生1165,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15883,学院010,专业049,班级073,S000001163,学生1158,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15884,学院017,专业080,班级132,S000002144,学生2128,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15885,学院009,专业066,班级101,S000001745,学生1734,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15886,学院009,专业042,班级063,S000000991,学生987,声速测量实验 大物2,13周,星期三,8,10,教师046,19,3
15887,学院009,专业043,班级066,S000001107,学生1102,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15888,学院009,专业043,班级091,S000001641,学生1632,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15889,学院004,专业011,班级017,S000000217,学生217,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15890,学院004,专业011,班级018,S000000213,学生213,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15891,学院005,专业060,班级136,S000002303,学生2283,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15892,学院005,专业060,班级096,S000002594,学生2572,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15893,学院005,专业013,班级022,S000000258,学生258,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15894,学院005,专业013,班级022,S000000255,学生255,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15895,学院011,专业028,班级043,S000002014,学生2000,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15896,学院008,专业019,班级032,S000000601,学生601,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15897,学院011,专业028,班级103,S000001389,学生1383,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15898,学院001,专业003,班级003,S000000027,学生027,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15899,学院004,专业010,班级016,S000000210,学生210,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15900,学院004,专业010,班级019,S000000198,学生198,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15901,学院011,专业054,班级082,S000001206,学生1201,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15902,学院011,专业054,班级107,S000001428,学生1422,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15903,学院011,专业054,班级078,S000001434,学生1428,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15904,学院002,专业007,班级010,S000001711,学生1701,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15905,学院008,专业019,班级036,S000000638,学生638,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15906,学院005,专业048,班级071,S000001152,学生1147,声速测量实验 大物2,13周,星期四,3,5,教师009,20,3
15907,学院009,专业043,班级066,S000001085,学生1081,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15908,学院009,专业043,班级091,S000001596,学生1587,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15909,学院004,专业011,班级017,S000000155,学生155,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15910,学院004,专业011,班级017,S000000235,学生235,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15911,学院005,专业060,班级136,S000002285,学生2265,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15912,学院005,专业060,班级096,S000002601,学生2579,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15913,学院005,专业013,班级022,S000000328,学生328,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15914,学院005,专业060,班级150,S000002455,学生2434,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15915,学院011,专业028,班级043,S000001208,学生634,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15916,学院011,专业028,班级111,S000001537,学生1528,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15917,学院011,专业028,班级112,S000001496,学生1487,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15918,学院001,专业003,班级003,S000000016,学生016,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15919,学院004,专业010,班级016,S000000200,学生200,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15920,学院004,专业010,班级019,S000000152,学生152,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15921,学院011,专业054,班级082,S000002058,学生2043,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15922,学院011,专业054,班级149,S000002531,学生2509,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15923,学院011,专业054,班级078,S000001458,学生1452,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15924,学院005,专业060,班级087,S000001232,学生1226,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15925,学院010,专业025,班级040,S000000700,学生700,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15926,学院016,专业071,班级116,S000001553,学生1544,声速测量实验 大物2,13周,星期四,8,10,教师048,20,3
15927,学院007,专业015,班级025,S000001657,学生1648,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15928,学院007,专业015,班级028,S000001670,学生1660,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15929,学院007,专业015,班级027,S000000466,学生466,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15930,学院005,专业012,班级021,S000000315,学生315,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15931,学院005,专业012,班级021,S000000303,学生303,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15932,学院005,专业012,班级102,S000002212,学生2194,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15933,学院005,专业012,班级020,S000000272,学生272,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15934,学院006,专业033,班级049,S000000814,学生813,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15935,学院006,专业033,班级049,S000002430,学生2410,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15936,学院006,专业032,班级053,S000001704,学生1694,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15937,学院001,专业002,班级002,S000000540,学生540,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15938,学院001,专业002,班级002,S000000560,学生560,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15939,学院014,专业072,班级119,S000002854,学生2827,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15940,学院009,专业065,班级097,S000002412,学生2392,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15941,学院013,专业085,班级155,S000002476,学生2454,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15942,学院006,专业036,班级052,S000000826,学生825,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15943,学院017,专业080,班级130,S000002122,学生2107,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15944,学院009,专业066,班级100,S000002464,学生2442,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15945,学院010,专业025,班级040,S000000689,学生689,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15946,学院004,专业091,班级176,S000002841,学生2814,声速测量实验 大物2,13周,星期四,11,13,教师048,20,3
15947,学院005,专业017,班级030,S000002768,学生2743,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15948,学院007,专业015,班级028,S000000940,学生936,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15949,学院001,专业001,班级001,S000002799,学生2774,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15950,学院001,专业001,班级004,S000000085,学生085,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15951,学院001,专业001,班级008,S000000516,学生516,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15952,学院005,专业012,班级020,S000000322,学生322,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15953,学院005,专业012,班级060,S000000894,学生892,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15954,学院002,专业005,班级007,S000000870,学生868,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15955,学院011,专业028,班级043,S000002012,学生1998,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15956,学院011,专业028,班级111,S000001499,学生1490,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15957,学院011,专业028,班级112,S000001518,学生1509,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15958,学院001,专业003,班级003,S000000508,学生508,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15959,学院011,专业054,班级106,S000002734,学生2709,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15960,学院009,专业065,班级097,S000001358,学生1352,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15961,学院009,专业065,班级097,S000002401,学生2381,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15962,学院011,专业054,班级107,S000001451,学生1445,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15963,学院009,专业061,班级089,S000001286,学生1280,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15964,学院009,专业023,班级038,S000001723,学生1713,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15965,学院009,专业042,班级063,S000000996,学生992,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15966,学院002,专业046,班级069,S000001121,学生1116,声速测量实验 大物2,13周,星期五,3,5,教师009,20,3
15967,学院007,专业015,班级025,S000000453,学生453,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15968,学院007,专业015,班级028,S000000957,学生953,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15969,学院007,专业015,班级027,S000001654,学生1645,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15970,学院001,专业001,班级004,S000002278,学生2258,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15971,学院001,专业001,班级012,S000000535,学生535,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15972,学院005,专业012,班级020,S000000299,学生299,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15973,学院005,专业012,班级060,S000000915,学生913,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15974,学院002,专业005,班级007,S000000879,学生877,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15975,学院006,专业081,班级137,S000002397,学生2377,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15976,学院006,专业032,班级053,S000001691,学生1681,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15977,学院011,专业028,班级080,S000001393,学生1387,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15978,学院006,专业032,班级047,S000001943,学生1930,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15979,学院011,专业054,班级106,S000002729,学生2704,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15980,学院006,专业032,班级055,S000001938,学生1925,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15981,学院011,专业054,班级145,S000002420,学生2400,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15982,学院011,专业054,班级149,S000002528,学生2506,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15983,学院017,专业080,班级131,S000002130,学生2115,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15984,学院017,专业080,班级132,S000002146,学生2130,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15985,学院008,专业020,班级035,S000000636,学生636,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15986,学院011,专业054,班级185,S000002881,学生2853,声速测量实验 大物2,14周,星期一,3,5,教师005,20,3
15987,学院007,专业015,班级026,S000000431,学生431,声速测量实验 大物2,14周,星期一,8,10,教师005,20,3
15988,学院009,专业043,班级092,S000001826,学生1814,声速测量实验 大物2,14周,星期一,8,10,教师005,20,3
